image_path,target
.\input\preprocessed_image\u\u489.jpg,30
.\input\preprocessed_image\b\b859.jpg,11
.\input\preprocessed_image\9\9252.jpg,9
.\input\preprocessed_image\8\878.jpg,8
.\input\preprocessed_image\e\e81.jpg,14
.\input\preprocessed_image\q\q354.jpg,26
.\input\preprocessed_image\q\q796.jpg,26
.\input\preprocessed_image\4\4834.jpg,4
.\input\preprocessed_image\r\r363.jpg,27
.\input\preprocessed_image\0\0202.jpg,0
.\input\preprocessed_image\i\i307.jpg,18
.\input\preprocessed_image\w\w40.jpg,32
.\input\preprocessed_image\v\v798.jpg,31
.\input\preprocessed_image\u\u40.jpg,30
.\input\preprocessed_image\j\j747.jpg,19
.\input\preprocessed_image\i\i920.jpg,18
.\input\preprocessed_image\p\p994.jpg,25
.\input\preprocessed_image\9\9410.jpg,9
.\input\preprocessed_image\h\h243.jpg,17
.\input\preprocessed_image\l\l245.jpg,21
.\input\preprocessed_image\2\2697.jpg,2
.\input\preprocessed_image\q\q562.jpg,26
.\input\preprocessed_image\s\s217.jpg,28
.\input\preprocessed_image\j\j653.jpg,19
.\input\preprocessed_image\n\n781.jpg,23
.\input\preprocessed_image\w\w504.jpg,32
.\input\preprocessed_image\y\y14.jpg,34
.\input\preprocessed_image\h\h374.jpg,17
.\input\preprocessed_image\1\1412.jpg,1
.\input\preprocessed_image\s\s756.jpg,28
.\input\preprocessed_image\0\0972.jpg,0
.\input\preprocessed_image\a\a217.jpg,10
.\input\preprocessed_image\i\i827.jpg,18
.\input\preprocessed_image\c\c870.jpg,12
.\input\preprocessed_image\r\r60.jpg,27
.\input\preprocessed_image\c\c109.jpg,12
.\input\preprocessed_image\d\d952.jpg,13
.\input\preprocessed_image\6\6609.jpg,6
.\input\preprocessed_image\g\g150.jpg,16
.\input\preprocessed_image\y\y932.jpg,34
.\input\preprocessed_image\i\i206.jpg,18
.\input\preprocessed_image\z\z651.jpg,35
.\input\preprocessed_image\c\c94.jpg,12
.\input\preprocessed_image\7\7172.jpg,7
.\input\preprocessed_image\z\z897.jpg,35
.\input\preprocessed_image\m\m226.jpg,22
.\input\preprocessed_image\7\7291.jpg,7
.\input\preprocessed_image\b\b360.jpg,11
.\input\preprocessed_image\e\e581.jpg,14
.\input\preprocessed_image\8\8355.jpg,8
.\input\preprocessed_image\7\7150.jpg,7
.\input\preprocessed_image\k\k278.jpg,20
.\input\preprocessed_image\t\t356.jpg,29
.\input\preprocessed_image\d\d783.jpg,13
.\input\preprocessed_image\r\r873.jpg,27
.\input\preprocessed_image\v\v415.jpg,31
.\input\preprocessed_image\v\v450.jpg,31
.\input\preprocessed_image\3\333.jpg,3
.\input\preprocessed_image\q\q496.jpg,26
.\input\preprocessed_image\g\g656.jpg,16
.\input\preprocessed_image\b\b263.jpg,11
.\input\preprocessed_image\v\v489.jpg,31
.\input\preprocessed_image\g\g528.jpg,16
.\input\preprocessed_image\r\r411.jpg,27
.\input\preprocessed_image\4\4759.jpg,4
.\input\preprocessed_image\c\c345.jpg,12
.\input\preprocessed_image\i\i566.jpg,18
.\input\preprocessed_image\8\8365.jpg,8
.\input\preprocessed_image\z\z210.jpg,35
.\input\preprocessed_image\4\4310.jpg,4
.\input\preprocessed_image\p\p84.jpg,25
.\input\preprocessed_image\z\z668.jpg,35
.\input\preprocessed_image\e\e517.jpg,14
.\input\preprocessed_image\v\v517.jpg,31
.\input\preprocessed_image\a\a5.jpg,10
.\input\preprocessed_image\k\k749.jpg,20
.\input\preprocessed_image\j\j205.jpg,19
.\input\preprocessed_image\s\s256.jpg,28
.\input\preprocessed_image\n\n128.jpg,23
.\input\preprocessed_image\8\8168.jpg,8
.\input\preprocessed_image\g\g339.jpg,16
.\input\preprocessed_image\t\t726.jpg,29
.\input\preprocessed_image\8\855.jpg,8
.\input\preprocessed_image\x\x522.jpg,33
.\input\preprocessed_image\c\c799.jpg,12
.\input\preprocessed_image\p\p559.jpg,25
.\input\preprocessed_image\d\d883.jpg,13
.\input\preprocessed_image\z\z924.jpg,35
.\input\preprocessed_image\8\8794.jpg,8
.\input\preprocessed_image\r\r826.jpg,27
.\input\preprocessed_image\d\d702.jpg,13
.\input\preprocessed_image\1\1551.jpg,1
.\input\preprocessed_image\g\g257.jpg,16
.\input\preprocessed_image\9\9804.jpg,9
.\input\preprocessed_image\t\t237.jpg,29
.\input\preprocessed_image\c\c115.jpg,12
.\input\preprocessed_image\q\q844.jpg,26
.\input\preprocessed_image\w\w726.jpg,32
.\input\preprocessed_image\l\l411.jpg,21
.\input\preprocessed_image\0\0996.jpg,0
.\input\preprocessed_image\b\b701.jpg,11
.\input\preprocessed_image\7\7540.jpg,7
.\input\preprocessed_image\4\4294.jpg,4
.\input\preprocessed_image\z\z632.jpg,35
.\input\preprocessed_image\d\d594.jpg,13
.\input\preprocessed_image\n\n740.jpg,23
.\input\preprocessed_image\8\8960.jpg,8
.\input\preprocessed_image\l\l243.jpg,21
.\input\preprocessed_image\2\2118.jpg,2
.\input\preprocessed_image\0\077.jpg,0
.\input\preprocessed_image\5\5489.jpg,5
.\input\preprocessed_image\x\x617.jpg,33
.\input\preprocessed_image\1\1362.jpg,1
.\input\preprocessed_image\d\d241.jpg,13
.\input\preprocessed_image\y\y382.jpg,34
.\input\preprocessed_image\z\z742.jpg,35
.\input\preprocessed_image\0\0293.jpg,0
.\input\preprocessed_image\0\0515.jpg,0
.\input\preprocessed_image\8\8340.jpg,8
.\input\preprocessed_image\4\4318.jpg,4
.\input\preprocessed_image\u\u501.jpg,30
.\input\preprocessed_image\4\4616.jpg,4
.\input\preprocessed_image\l\l362.jpg,21
.\input\preprocessed_image\d\d561.jpg,13
.\input\preprocessed_image\m\m625.jpg,22
.\input\preprocessed_image\s\s534.jpg,28
.\input\preprocessed_image\h\h317.jpg,17
.\input\preprocessed_image\q\q402.jpg,26
.\input\preprocessed_image\p\p234.jpg,25
.\input\preprocessed_image\s\s572.jpg,28
.\input\preprocessed_image\h\h134.jpg,17
.\input\preprocessed_image\z\z467.jpg,35
.\input\preprocessed_image\5\5681.jpg,5
.\input\preprocessed_image\w\w980.jpg,32
.\input\preprocessed_image\4\4792.jpg,4
.\input\preprocessed_image\x\x454.jpg,33
.\input\preprocessed_image\u\u242.jpg,30
.\input\preprocessed_image\e\e63.jpg,14
.\input\preprocessed_image\l\l310.jpg,21
.\input\preprocessed_image\t\t890.jpg,29
.\input\preprocessed_image\5\5511.jpg,5
.\input\preprocessed_image\l\l492.jpg,21
.\input\preprocessed_image\d\d529.jpg,13
.\input\preprocessed_image\r\r602.jpg,27
.\input\preprocessed_image\i\i995.jpg,18
.\input\preprocessed_image\c\c419.jpg,12
.\input\preprocessed_image\7\7806.jpg,7
.\input\preprocessed_image\5\5763.jpg,5
.\input\preprocessed_image\h\h508.jpg,17
.\input\preprocessed_image\1\130.jpg,1
.\input\preprocessed_image\5\5117.jpg,5
.\input\preprocessed_image\b\b461.jpg,11
.\input\preprocessed_image\t\t321.jpg,29
.\input\preprocessed_image\f\f861.jpg,15
.\input\preprocessed_image\3\3153.jpg,3
.\input\preprocessed_image\t\t459.jpg,29
.\input\preprocessed_image\k\k847.jpg,20
.\input\preprocessed_image\x\x498.jpg,33
.\input\preprocessed_image\m\m343.jpg,22
.\input\preprocessed_image\5\540.jpg,5
.\input\preprocessed_image\0\0239.jpg,0
.\input\preprocessed_image\r\r304.jpg,27
.\input\preprocessed_image\j\j98.jpg,19
.\input\preprocessed_image\r\r218.jpg,27
.\input\preprocessed_image\2\2812.jpg,2
.\input\preprocessed_image\c\c19.jpg,12
.\input\preprocessed_image\f\f795.jpg,15
.\input\preprocessed_image\y\y429.jpg,34
.\input\preprocessed_image\o\o52.jpg,24
.\input\preprocessed_image\w\w198.jpg,32
.\input\preprocessed_image\3\3982.jpg,3
.\input\preprocessed_image\a\a627.jpg,10
.\input\preprocessed_image\h\h44.jpg,17
.\input\preprocessed_image\8\892.jpg,8
.\input\preprocessed_image\o\o238.jpg,24
.\input\preprocessed_image\0\0931.jpg,0
.\input\preprocessed_image\7\7306.jpg,7
.\input\preprocessed_image\8\8623.jpg,8
.\input\preprocessed_image\b\b45.jpg,11
.\input\preprocessed_image\8\8718.jpg,8
.\input\preprocessed_image\p\p606.jpg,25
.\input\preprocessed_image\0\0766.jpg,0
.\input\preprocessed_image\g\g740.jpg,16
.\input\preprocessed_image\0\0549.jpg,0
.\input\preprocessed_image\u\u833.jpg,30
.\input\preprocessed_image\9\9176.jpg,9
.\input\preprocessed_image\y\y308.jpg,34
.\input\preprocessed_image\w\w428.jpg,32
.\input\preprocessed_image\k\k952.jpg,20
.\input\preprocessed_image\u\u849.jpg,30
.\input\preprocessed_image\m\m755.jpg,22
.\input\preprocessed_image\2\2991.jpg,2
.\input\preprocessed_image\7\7691.jpg,7
.\input\preprocessed_image\o\o421.jpg,24
.\input\preprocessed_image\z\z136.jpg,35
.\input\preprocessed_image\6\6447.jpg,6
.\input\preprocessed_image\m\m427.jpg,22
.\input\preprocessed_image\o\o403.jpg,24
.\input\preprocessed_image\8\8688.jpg,8
.\input\preprocessed_image\u\u554.jpg,30
.\input\preprocessed_image\0\0863.jpg,0
.\input\preprocessed_image\9\9760.jpg,9
.\input\preprocessed_image\8\8464.jpg,8
.\input\preprocessed_image\q\q273.jpg,26
.\input\preprocessed_image\i\i499.jpg,18
.\input\preprocessed_image\8\8853.jpg,8
.\input\preprocessed_image\1\1221.jpg,1
.\input\preprocessed_image\r\r343.jpg,27
.\input\preprocessed_image\r\r577.jpg,27
.\input\preprocessed_image\d\d35.jpg,13
.\input\preprocessed_image\v\v286.jpg,31
.\input\preprocessed_image\h\h344.jpg,17
.\input\preprocessed_image\y\y249.jpg,34
.\input\preprocessed_image\b\b576.jpg,11
.\input\preprocessed_image\o\o764.jpg,24
.\input\preprocessed_image\u\u82.jpg,30
.\input\preprocessed_image\m\m320.jpg,22
.\input\preprocessed_image\e\e854.jpg,14
.\input\preprocessed_image\g\g704.jpg,16
.\input\preprocessed_image\f\f477.jpg,15
.\input\preprocessed_image\v\v987.jpg,31
.\input\preprocessed_image\c\c251.jpg,12
.\input\preprocessed_image\0\0923.jpg,0
.\input\preprocessed_image\h\h742.jpg,17
.\input\preprocessed_image\0\0284.jpg,0
.\input\preprocessed_image\v\v923.jpg,31
.\input\preprocessed_image\t\t520.jpg,29
.\input\preprocessed_image\c\c40.jpg,12
.\input\preprocessed_image\b\b364.jpg,11
.\input\preprocessed_image\m\m109.jpg,22
.\input\preprocessed_image\n\n461.jpg,23
.\input\preprocessed_image\j\j594.jpg,19
.\input\preprocessed_image\h\h232.jpg,17
.\input\preprocessed_image\b\b437.jpg,11
.\input\preprocessed_image\e\e455.jpg,14
.\input\preprocessed_image\y\y12.jpg,34
.\input\preprocessed_image\4\4448.jpg,4
.\input\preprocessed_image\h\h784.jpg,17
.\input\preprocessed_image\3\3391.jpg,3
.\input\preprocessed_image\1\1514.jpg,1
.\input\preprocessed_image\x\x728.jpg,33
.\input\preprocessed_image\g\g769.jpg,16
.\input\preprocessed_image\d\d39.jpg,13
.\input\preprocessed_image\9\9348.jpg,9
.\input\preprocessed_image\d\d282.jpg,13
.\input\preprocessed_image\v\v594.jpg,31
.\input\preprocessed_image\v\v94.jpg,31
.\input\preprocessed_image\t\t773.jpg,29
.\input\preprocessed_image\g\g291.jpg,16
.\input\preprocessed_image\d\d738.jpg,13
.\input\preprocessed_image\r\r490.jpg,27
.\input\preprocessed_image\8\8843.jpg,8
.\input\preprocessed_image\8\8874.jpg,8
.\input\preprocessed_image\3\3840.jpg,3
.\input\preprocessed_image\6\6100.jpg,6
.\input\preprocessed_image\0\071.jpg,0
.\input\preprocessed_image\6\6443.jpg,6
.\input\preprocessed_image\v\v74.jpg,31
.\input\preprocessed_image\q\q321.jpg,26
.\input\preprocessed_image\g\g750.jpg,16
.\input\preprocessed_image\5\5517.jpg,5
.\input\preprocessed_image\q\q502.jpg,26
.\input\preprocessed_image\h\h354.jpg,17
.\input\preprocessed_image\4\4938.jpg,4
.\input\preprocessed_image\g\g492.jpg,16
.\input\preprocessed_image\w\w919.jpg,32
.\input\preprocessed_image\6\6333.jpg,6
.\input\preprocessed_image\5\5262.jpg,5
.\input\preprocessed_image\l\l419.jpg,21
.\input\preprocessed_image\l\l38.jpg,21
.\input\preprocessed_image\j\j446.jpg,19
.\input\preprocessed_image\9\9216.jpg,9
.\input\preprocessed_image\t\t634.jpg,29
.\input\preprocessed_image\z\z528.jpg,35
.\input\preprocessed_image\p\p799.jpg,25
.\input\preprocessed_image\c\c282.jpg,12
.\input\preprocessed_image\x\x547.jpg,33
.\input\preprocessed_image\r\r880.jpg,27
.\input\preprocessed_image\l\l645.jpg,21
.\input\preprocessed_image\k\k216.jpg,20
.\input\preprocessed_image\v\v279.jpg,31
.\input\preprocessed_image\o\o672.jpg,24
.\input\preprocessed_image\1\1965.jpg,1
.\input\preprocessed_image\j\j876.jpg,19
.\input\preprocessed_image\7\726.jpg,7
.\input\preprocessed_image\5\5331.jpg,5
.\input\preprocessed_image\8\837.jpg,8
.\input\preprocessed_image\x\x495.jpg,33
.\input\preprocessed_image\m\m552.jpg,22
.\input\preprocessed_image\t\t302.jpg,29
.\input\preprocessed_image\p\p878.jpg,25
.\input\preprocessed_image\3\3482.jpg,3
.\input\preprocessed_image\8\825.jpg,8
.\input\preprocessed_image\v\v364.jpg,31
.\input\preprocessed_image\j\j584.jpg,19
.\input\preprocessed_image\a\a463.jpg,10
.\input\preprocessed_image\n\n290.jpg,23
.\input\preprocessed_image\2\2245.jpg,2
.\input\preprocessed_image\4\4592.jpg,4
.\input\preprocessed_image\1\1273.jpg,1
.\input\preprocessed_image\b\b668.jpg,11
.\input\preprocessed_image\0\0118.jpg,0
.\input\preprocessed_image\5\5604.jpg,5
.\input\preprocessed_image\c\c616.jpg,12
.\input\preprocessed_image\s\s67.jpg,28
.\input\preprocessed_image\2\2613.jpg,2
.\input\preprocessed_image\q\q778.jpg,26
.\input\preprocessed_image\9\9635.jpg,9
.\input\preprocessed_image\h\h410.jpg,17
.\input\preprocessed_image\k\k69.jpg,20
.\input\preprocessed_image\1\1130.jpg,1
.\input\preprocessed_image\n\n707.jpg,23
.\input\preprocessed_image\1\1684.jpg,1
.\input\preprocessed_image\9\9392.jpg,9
.\input\preprocessed_image\d\d63.jpg,13
.\input\preprocessed_image\a\a558.jpg,10
.\input\preprocessed_image\l\l225.jpg,21
.\input\preprocessed_image\r\r94.jpg,27
.\input\preprocessed_image\b\b129.jpg,11
.\input\preprocessed_image\v\v522.jpg,31
.\input\preprocessed_image\z\z841.jpg,35
.\input\preprocessed_image\d\d873.jpg,13
.\input\preprocessed_image\1\1109.jpg,1
.\input\preprocessed_image\5\5938.jpg,5
.\input\preprocessed_image\6\6391.jpg,6
.\input\preprocessed_image\w\w3.jpg,32
.\input\preprocessed_image\s\s815.jpg,28
.\input\preprocessed_image\i\i232.jpg,18
.\input\preprocessed_image\8\8608.jpg,8
.\input\preprocessed_image\q\q630.jpg,26
.\input\preprocessed_image\c\c921.jpg,12
.\input\preprocessed_image\b\b520.jpg,11
.\input\preprocessed_image\e\e769.jpg,14
.\input\preprocessed_image\m\m242.jpg,22
.\input\preprocessed_image\9\946.jpg,9
.\input\preprocessed_image\q\q340.jpg,26
.\input\preprocessed_image\o\o987.jpg,24
.\input\preprocessed_image\i\i680.jpg,18
.\input\preprocessed_image\a\a916.jpg,10
.\input\preprocessed_image\v\v586.jpg,31
.\input\preprocessed_image\o\o678.jpg,24
.\input\preprocessed_image\z\z235.jpg,35
.\input\preprocessed_image\m\m825.jpg,22
.\input\preprocessed_image\k\k755.jpg,20
.\input\preprocessed_image\5\5296.jpg,5
.\input\preprocessed_image\a\a716.jpg,10
.\input\preprocessed_image\9\9192.jpg,9
.\input\preprocessed_image\6\6382.jpg,6
.\input\preprocessed_image\7\711.jpg,7
.\input\preprocessed_image\j\j52.jpg,19
.\input\preprocessed_image\l\l460.jpg,21
.\input\preprocessed_image\c\c991.jpg,12
.\input\preprocessed_image\g\g499.jpg,16
.\input\preprocessed_image\a\a488.jpg,10
.\input\preprocessed_image\l\l8.jpg,21
.\input\preprocessed_image\7\7450.jpg,7
.\input\preprocessed_image\b\b111.jpg,11
.\input\preprocessed_image\p\p66.jpg,25
.\input\preprocessed_image\t\t463.jpg,29
.\input\preprocessed_image\c\c188.jpg,12
.\input\preprocessed_image\n\n610.jpg,23
.\input\preprocessed_image\p\p80.jpg,25
.\input\preprocessed_image\k\k32.jpg,20
.\input\preprocessed_image\t\t522.jpg,29
.\input\preprocessed_image\i\i428.jpg,18
.\input\preprocessed_image\n\n661.jpg,23
.\input\preprocessed_image\b\b523.jpg,11
.\input\preprocessed_image\z\z601.jpg,35
.\input\preprocessed_image\u\u540.jpg,30
.\input\preprocessed_image\f\f674.jpg,15
.\input\preprocessed_image\e\e111.jpg,14
.\input\preprocessed_image\1\1713.jpg,1
.\input\preprocessed_image\t\t496.jpg,29
.\input\preprocessed_image\1\1487.jpg,1
.\input\preprocessed_image\v\v305.jpg,31
.\input\preprocessed_image\j\j447.jpg,19
.\input\preprocessed_image\h\h363.jpg,17
.\input\preprocessed_image\n\n162.jpg,23
.\input\preprocessed_image\5\5169.jpg,5
.\input\preprocessed_image\g\g747.jpg,16
.\input\preprocessed_image\0\0901.jpg,0
.\input\preprocessed_image\q\q334.jpg,26
.\input\preprocessed_image\1\1312.jpg,1
.\input\preprocessed_image\e\e829.jpg,14
.\input\preprocessed_image\0\013.jpg,0
.\input\preprocessed_image\2\2314.jpg,2
.\input\preprocessed_image\7\7133.jpg,7
.\input\preprocessed_image\h\h856.jpg,17
.\input\preprocessed_image\g\g284.jpg,16
.\input\preprocessed_image\r\r587.jpg,27
.\input\preprocessed_image\f\f851.jpg,15
.\input\preprocessed_image\a\a918.jpg,10
.\input\preprocessed_image\w\w45.jpg,32
.\input\preprocessed_image\d\d678.jpg,13
.\input\preprocessed_image\l\l963.jpg,21
.\input\preprocessed_image\e\e917.jpg,14
.\input\preprocessed_image\g\g568.jpg,16
.\input\preprocessed_image\7\7545.jpg,7
.\input\preprocessed_image\2\2769.jpg,2
.\input\preprocessed_image\z\z644.jpg,35
.\input\preprocessed_image\u\u273.jpg,30
.\input\preprocessed_image\p\p200.jpg,25
.\input\preprocessed_image\s\s216.jpg,28
.\input\preprocessed_image\3\361.jpg,3
.\input\preprocessed_image\w\w301.jpg,32
.\input\preprocessed_image\k\k956.jpg,20
.\input\preprocessed_image\m\m16.jpg,22
.\input\preprocessed_image\l\l660.jpg,21
.\input\preprocessed_image\9\9308.jpg,9
.\input\preprocessed_image\u\u791.jpg,30
.\input\preprocessed_image\7\7482.jpg,7
.\input\preprocessed_image\h\h327.jpg,17
.\input\preprocessed_image\g\g653.jpg,16
.\input\preprocessed_image\x\x280.jpg,33
.\input\preprocessed_image\a\a519.jpg,10
.\input\preprocessed_image\i\i184.jpg,18
.\input\preprocessed_image\v\v515.jpg,31
.\input\preprocessed_image\n\n327.jpg,23
.\input\preprocessed_image\t\t100.jpg,29
.\input\preprocessed_image\9\9763.jpg,9
.\input\preprocessed_image\9\9748.jpg,9
.\input\preprocessed_image\2\21.jpg,2
.\input\preprocessed_image\2\2645.jpg,2
.\input\preprocessed_image\7\7576.jpg,7
.\input\preprocessed_image\m\m358.jpg,22
.\input\preprocessed_image\f\f721.jpg,15
.\input\preprocessed_image\i\i656.jpg,18
.\input\preprocessed_image\w\w604.jpg,32
.\input\preprocessed_image\l\l726.jpg,21
.\input\preprocessed_image\o\o416.jpg,24
.\input\preprocessed_image\5\5864.jpg,5
.\input\preprocessed_image\m\m491.jpg,22
.\input\preprocessed_image\v\v134.jpg,31
.\input\preprocessed_image\q\q599.jpg,26
.\input\preprocessed_image\p\p99.jpg,25
.\input\preprocessed_image\x\x550.jpg,33
.\input\preprocessed_image\w\w928.jpg,32
.\input\preprocessed_image\8\8406.jpg,8
.\input\preprocessed_image\i\i970.jpg,18
.\input\preprocessed_image\n\n812.jpg,23
.\input\preprocessed_image\s\s617.jpg,28
.\input\preprocessed_image\q\q760.jpg,26
.\input\preprocessed_image\9\9683.jpg,9
.\input\preprocessed_image\f\f696.jpg,15
.\input\preprocessed_image\i\i34.jpg,18
.\input\preprocessed_image\2\2226.jpg,2
.\input\preprocessed_image\x\x972.jpg,33
.\input\preprocessed_image\n\n594.jpg,23
.\input\preprocessed_image\u\u260.jpg,30
.\input\preprocessed_image\4\4862.jpg,4
.\input\preprocessed_image\n\n83.jpg,23
.\input\preprocessed_image\d\d139.jpg,13
.\input\preprocessed_image\t\t472.jpg,29
.\input\preprocessed_image\f\f763.jpg,15
.\input\preprocessed_image\9\9457.jpg,9
.\input\preprocessed_image\4\4322.jpg,4
.\input\preprocessed_image\5\5647.jpg,5
.\input\preprocessed_image\e\e131.jpg,14
.\input\preprocessed_image\7\795.jpg,7
.\input\preprocessed_image\e\e865.jpg,14
.\input\preprocessed_image\p\p679.jpg,25
.\input\preprocessed_image\n\n584.jpg,23
.\input\preprocessed_image\l\l948.jpg,21
.\input\preprocessed_image\d\d823.jpg,13
.\input\preprocessed_image\z\z322.jpg,35
.\input\preprocessed_image\1\1715.jpg,1
.\input\preprocessed_image\n\n416.jpg,23
.\input\preprocessed_image\4\4660.jpg,4
.\input\preprocessed_image\l\l54.jpg,21
.\input\preprocessed_image\q\q436.jpg,26
.\input\preprocessed_image\3\3750.jpg,3
.\input\preprocessed_image\b\b584.jpg,11
.\input\preprocessed_image\v\v925.jpg,31
